nom_entreprise,domaine_activite,date_creation,forme_juridique,ville_siege,effectif,annee_effectif,capital,sites_internet,chiffre_affaires,resultat,annee_finances
APPLI-TEC,Édition,2002-12-18,"SAS, société par actions simplifiée",PONT-SALOMON,Entre 20 et 49 salariés,2022,100000,applitec-automatisme.com,5619532,111688,2023
ADDWORKING,Édition,2015-05-01,"SAS, société par actions simplifiée",ANNECY,Entre 20 et 49 salariés,2022,213415,"addworking.com, mypasswork.fr",2586469,-261210,2024
QUABLE,Édition,2011-07-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,151686,"quable.com, quable.io",,158197,2016
WI TECHNOLOGIES,Édition,2020-05-11,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,10000,,,,
VISIOGLOBE,Édition,2007-12-01,"SAS, société par actions simplifiée",MONTBONNOT-SAINT-MARTIN,Entre 10 et 19 salariés,2023,98000,,1702223,128169,2023
LEXIFI,Édition,2000-04-17,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2023,112500,lexifi.com,,,
CHANNELADVISOR FRANCE,Édition,2015-12-03,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2023,136.06,,,-2967850,2024
THESS CORPORATE,Édition,2020-12-01,"SASU, société par actions simplifiée unipersonnelle",MONTPELLIER,Entre 20 et 49 salariés,2022,1787537,thess-corp.fr,69333,-1307546,2025
ICONOSQUARE,Édition,2005-02-11,"SAS, société par actions simplifiée",LIMOGES,Entre 20 et 49 salariés,2023,156541,"omnilink.iconosquare.com, iconosquare.com",,,
POI FRANCE,Édition,2019-02-25,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,60002,,4665014,104102,2024
4TPM,Édition,2014-01-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,680400,4tpm.fr,,505616,2020
ORFEO,Édition,2012-03-10,"SAS, société par actions simplifiée",RENNES,Entre 10 et 19 salariés,2022,37500,orfeo.pro,,39712,2021
PHEALING,Édition,2019-11-19,"SAS, société par actions simplifiée",LYON 3EME,Entre 10 et 19 salariés,2022,18808,phealing.fr,23256,-627394,2023
HYVILO,Édition,2020-12-24,"SAS, société par actions simplifiée",BESANCON,Entre 10 et 19 salariés,2022,50000,hyvilo.eu,,28515,2024
REFLEX TRAINING,Édition,2003-07-01,"SASU, société par actions simplifiée unipersonnelle",CLERMONT-FERRAND,Entre 10 et 19 salariés,2022,183600,,,-140785,2023
VERIMATRIX,Édition,1994-12-01,SA à conseil d'administration (s.a.i.),MEYREUIL,Entre 20 et 49 salariés,2023,8732514.7,insidesecure.com,17290000,-8724,2024
CIRCLECI FRANCE SAS,Édition,2019-05-23,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,361363.3,,,54540,2025
GATLING CORP,Édition,2015-07-01,"SAS, société par actions simplifiée",NEUILLY-SUR-SEINE,Entre 20 et 49 salariés,2022,100943.6,gatling.io,,264233,2021
MADE IN DATA,Édition,2015-11-30,"SASU, société par actions simplifiée unipersonnelle",EPINAL,Entre 20 et 49 salariés,2022,31100,,4676899,303258,2024
CRISALID,Édition,1992-07-01,"SAS, société par actions simplifiée",TILLE,Entre 10 et 19 salariés,2022,170090,crisalid.com,1818634,-812306,2024
LOGIROAD,Édition,2012-08-01,"SAS, société par actions simplifiée",LA CHEVROLIERE,Entre 20 et 49 salariés,2022,88820,logiroad.fr,,546187,2022
IKENTOO (FRANCE),Édition,2017-07-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,20000,,7507055,268109,2024
EPISTEMA,Édition,2000-11-20,"SARL, société à responsabilité limitée",RUEIL-MALMAISON,Entre 20 et 49 salariés,2022,45000,,5537101,253834,2024
INTRASENSE,Édition,2004-03-01,SA à conseil d'administration (s.a.i.),MONTPELLIER,Entre 20 et 49 salariés,2022,2635813.1,intrasense.fr,2316540,-5146883,2024
RICH-ID,Édition,2001-04-11,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,79711.5,mycertif.fr,,103192,2022
RECISIO,Édition,2009-10-02,"SAS, société par actions simplifiée",LILLE,Entre 20 et 49 salariés,2022,12000,"karafun-group.com, jamzone.fr, karafun.fr",,,
SOLUSQUARE,Édition,2006-02-01,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,1000001,solusquare.com,,-66767,2019
KINEQUANTUM,Édition,2015-10-29,"SAS, société par actions simplifiée",SAINT-MANDE,Entre 10 et 19 salariés,2022,5534.6,kinequantum.com,,-736423,2022
I.N. CONCEPT,Édition,1980-01-01,"SAS, société par actions simplifiée",CAIRON,Entre 20 et 49 salariés,2022,396000,inconcept.fr,,17404,2023
SARL CYBERJET,Édition,1992-03-01,"SAS, société par actions simplifiée",LE TEICH,Entre 20 et 49 salariés,2023,200000,cyberjet.fr,,268680,2024
ABC INFORMATIQUE,Édition,1988-03-09,"SASU, société par actions simplifiée unipersonnelle",SAINT-MARCEL-LES-VALENCE,Entre 20 et 49 salariés,2022,45734.71,abc-informatique.com,3791679,1007088,2022
ALLPLAN FRANCE,Édition,1992-09-14,"SARL, société à responsabilité limitée",PUTEAUX,Entre 20 et 49 salariés,2023,320000,"allplan.com, campus.allplan.com",10276877,661242,2024
FRISBII FRANCE,Édition,2015-04-01,"SAS, société par actions simplifiée",CASTELNAU-LE-LEZ,Entre 20 et 49 salariés,2022,1908175,billwerk.plus,,-372639,2024
URBAN RADAR,Édition,2020-01-01,"SAS, société par actions simplifiée",REIMS,Entre 10 et 19 salariés,2022,237589,urbanradar.io,,,
SITECORE FRANCE SAS,Édition,2021-11-30,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,10000,,5613805,101052,2024
KEEP IN TOUCH RH,Édition,2020-09-30,"SAS, société par actions simplifiée",MITTELSCHAEFFOLSHEIM,Entre 10 et 19 salariés,2022,5500,,,,
LOGYLINE,Édition,2006-05-02,"SAS, société par actions simplifiée",MERIGNAC,Entre 10 et 19 salariés,2022,16282.5,logyline.com,,44927,2024
EFFICIMO,Édition,2018-10-31,"SAS, société par actions simplifiée",SAINT-ETIENNE,Entre 20 et 49 salariés,2023,133381,"ekeenox.com, otaree.com, efficimo.fr, efficimo.com",,-110499,2022
LEGAL PILOT,Édition,2017-06-02,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,333873,legal-pilot.com,,,
KAMATZ GROUP,Édition,2019-12-19,"SAS, société par actions simplifiée",COURBEVOIE,Entre 10 et 19 salariés,2022,40000,kamatz.com,6347434,-1079766,2023
TOOVALU,Édition,2012-08-01,"SAS, société par actions simplifiée",NANTES,Entre 20 et 49 salariés,2022,100000,toovalu.com,1989695,-131777,2024
ELECTRONIC VISION TECHNOLOGIES,Édition,2005-04-19,"SAS, société par actions simplifiée",ORSAY,Entre 10 et 19 salariés,2022,97083.22,evitech.com,2155135,734933,2023
EASIWARE,Édition,2008-10-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2023,200000,"easiware.fr, afterworkrelationclient.fr, easiware.com",,-1655083,2022
PERTIMM DEVELOPPEMENT,Édition,2013-05-23,"SAS, société par actions simplifiée",ASNIERES-SUR-SEINE,Entre 10 et 19 salariés,2022,266334.75,,,868872,2023
G. GLANCEABLE,Édition,2020-03-12,"SAS, société par actions simplifiée",SAINT-MANDE,Entre 10 et 19 salariés,2023,1364.56,glanceable.io,,,
BEEGUARD,Édition,2016-04-01,"SASU, société par actions simplifiée unipersonnelle",LABEGE,Entre 10 et 19 salariés,2022,155697,beeguard.fr,,,
SMART TALE GAMES,Édition,2016-03-03,"SAS, société par actions simplifiée",MONTPELLIER,Entre 20 et 49 salariés,2022,10530,"smart-tale.com, nextalegames.fr",,21546,2023
SIM&CURE,Édition,2014-07-10,SA à conseil d'administration (s.a.i.),MONTPELLIER,Entre 20 et 49 salariés,2023,70628.14,sim-and-cure.com,,-1653259,2022
AQUILA INFORMATIQUE,Édition,1992-02-01,"SAS, société par actions simplifiée",HAUTE-GOULAINE,Entre 10 et 19 salariés,2022,110000,aquilainformatique.com,,,
ZUCCHETTI FRANCE,Édition,2009-05-01,"EURL, entreprise unipersonnelle à responsabilité limitée",ASNIERES-SUR-SEINE,Entre 20 et 49 salariés,2023,50000,zucchetti.fr,5255905,-929428,2023
RVR PARAD,Édition,2012-06-25,"SAS, société par actions simplifiée",LEVALLOIS-PERRET,Entre 20 et 49 salariés,2022,50000,"rvrsystems.fr, acuredge.devoteam.com",5469867,782995,2024
ANAKEEN,Édition,1998-10-15,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,89132,anakeen.com,,119803,2024
PYRAMID INFORMATIQUE,Édition,1996-11-01,"SAS, société par actions simplifiée",GRABELS,Entre 20 et 49 salariés,2022,440000,datameal.fr,3233641,533072,2024
USU,Édition,2011-10-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,300000,,4602030,-562494,2024
INTUITION SOFTWARE,Édition,2009-05-15,"SARL, société à responsabilité limitée",PARIS,Entre 10 et 19 salariés,2022,5000,intuition-software.com,,109619,2023
CREATIVE INFORMATION TECHNOLOGY,Édition,1998-12-12,"SASU, société par actions simplifiée unipersonnelle",LYON,Entre 20 et 49 salariés,2023,725036.4,"performance-industrielle.fr, qubes.com",3660891,62537,2023
UNIQUE ENTERTAINMENT EXPERIENCE,Édition,2018-07-10,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,1416533,,2890038,1206461,2024
BE - WARE - INFORMATIQUE,Édition,2006-03-01,"EURL, entreprise unipersonnelle à responsabilité limitée",SAINT-QUENTIN,Entre 10 et 19 salariés,2022,7000,beware.fr,1306362,89375,2025
ITUP KEEP,Édition,2007-06-01,"SARL, société à responsabilité limitée",SAINT-DIE-DES-VOSGES,Entre 10 et 19 salariés,2022,14500,accueilpromedical-idf.fr,,17988,2021
DUAL CAT,Édition,2018-01-15,"SAS, société par actions simplifiée",SAINT-MANDE,Entre 10 et 19 salariés,2022,1412.8,,,,
EINDEN,Édition,1998-12-01,"SAS, société par actions simplifiée",POITIERS,Entre 20 et 49 salariés,2022,84500,"einden.fr, einden.com",1636005,131652,2024
FRACTALES,Édition,1993-06-28,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,40870,"fractales.fr, fractales.com",,1025927,2024
COPTIS,Édition,1999-05-12,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,40000,coptis.com,,1096682,2019
YAMAY,Édition,2019-04-29,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,13748,,,,
PITCHBOY,Édition,2019-01-04,"SAS, société par actions simplifiée",PUTEAUX,Entre 10 et 19 salariés,2022,14537,pitchboy.co,240483,-350489,2019
MODERLAB,Édition,2018-09-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,10000,moderlab.com,,433346,2024
STOCKPRO,Édition,2018-10-10,"SAS, société par actions simplifiée",SEVRES,Entre 20 et 49 salariés,2022,99869,stock-pro.fr,1058551,-1448468,2022
LISA LOGITRACK,Édition,2018-01-25,"SAS, société par actions simplifiée",LIMOGES,Entre 10 et 19 salariés,2022,150000,,,1083234,2024
TECHNODIGIT,Édition,2006-08-03,"EURL, entreprise unipersonnelle à responsabilité limitée",LYON,Entre 20 et 49 salariés,2022,5000,,5898510,1995808,2023
HOMEPAD FRANCE,Édition,2011-01-12,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,334443,,,380470,2023
SIMPLIFIELD,Édition,2013-08-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,586878,simplifield.com,,-1244727,2017
INTELLIWAY,Édition,2017-08-04,"SASU, société par actions simplifiée unipersonnelle",MARSEILLE,Entre 10 et 19 salariés,2022,400000,intelliway.fr,,225095,2023
WENEGOCE,Édition,1985-10-08,"SAS, société par actions simplifiée",ISNEAUVILLE,Entre 10 et 19 salariés,2022,120000,resolution-informatique.com,1886193,135200,2024
AGORINFO,Édition,1984-01-01,"SAS, société par actions simplifiée",ISNEAUVILLE,Entre 10 et 19 salariés,2022,172760,agorinfo.fr,1908441,247980,2024
SUBLIMISTIC MEDIA,Édition,2009-05-15,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,8793,sublimistic-media.com,1598770,394927,2024
NCSCALE,Édition,2021-03-18,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,1440,,,-859179,2022
IT FINANCE,Édition,2001-12-03,"SARL, société à responsabilité limitée",RUEIL-MALMAISON,Entre 20 et 49 salariés,2022,100000,it-finance.com,,2219013,2024
BLUEPAD,Édition,2016-01-19,"SAS, société par actions simplifiée",METZ,Entre 10 et 19 salariés,2022,21000,bluepad.fr,1024448,231908,2024
TALIANCE GROUP,Édition,2014-06-23,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,7807005,,3822439,-272581,2024
PRAXIEL,Édition,1987-12-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,61008,praxiel.com,2480251,222477,2021
GENESE INFORMATIQUE,Édition,1995-03-15,"SAS, société par actions simplifiée",LONS,Entre 20 et 49 salariés,2022,262680,,2512730,13292,2023
SUDOKEYS,Édition,2002-10-03,"SARL, société à responsabilité limitée",MONTAUBAN,Entre 10 et 19 salariés,2022,7500,,1187265,2386,2023
AEGLE SARL,Édition,1986-06-13,"SARL, société à responsabilité limitée",CERGY,Entre 10 et 19 salariés,2022,150000,"amicare.fr, amicare-france.com",640414,-228542,2022
ALTEVA,Édition,2000-10-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,15930,alteva.fr,,893980,2024
TWIN SAILS INTERACTIVE,Édition,2016-01-19,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,6934172,,7056149,-6375799,2024
ID DEVELOPPEMENT,Édition,2015-02-01,"SAS, société par actions simplifiée",MARSEILLE,Entre 20 et 49 salariés,2022,323021,,,492140,2024
20-20 TECHNOLOGIES,Édition,1992-10-01,"SAS, société par actions simplifiée",MOUGINS,Entre 20 et 49 salariés,2022,4000000,"2020spaces.com, mec-system.net",7813907,-585016,2024
THOMYRIS,Édition,2020-03-19,"SARL, société à responsabilité limitée",CHAMBERY,Entre 20 et 49 salariés,2022,50000,thomyris.com,10069438,1986368,2024
TRIBOFILM,Édition,1993-04-14,"SASU, société par actions simplifiée unipersonnelle",PERIGNY,Entre 20 et 49 salariés,2022,30000,"tribofilm.fr, fr.dia-way.com",,1843710,2024
AXESSIM,Édition,2007-04-02,"SAS, société par actions simplifiée",ILLKIRCH-GRAFFENSTADEN,Entre 10 et 19 salariés,2022,150000,axessim.fr,908163,-291286,2023
ARAKIS,Édition,1985-10-31,"SASU, société par actions simplifiée unipersonnelle",VALENCE,Entre 10 et 19 salariés,2022,40000,"portail-client.arakis.fr, arakis.fr",2725425,771486,2024
YSO CORP,Édition,2013-04-02,"SAS, société par actions simplifiée",ENGHIEN-LES-BAINS,Entre 20 et 49 salariés,2022,10000,"ysogame.fr, ysocorp.com, ysonetwork.fr",25489247,2805287,2023
ZEENEA,Édition,2017-07-20,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,3828690.56,zeenea.com,3465300,-4176907,2024
ETC FRANCE TRIVEC SYSTEMS,Édition,1997-02-10,"SASU, société par actions simplifiée unipersonnelle",CANEJAN,Entre 20 et 49 salariés,2022,302449.02,"trivec.fr, etcfrance.fr",6432858,-449387,2023
DEVLYX,Édition,1992-04-15,"SAS, société par actions simplifiée",AUBENAS,Entre 20 et 49 salariés,2022,200000,,4466951,755642,2023
ODIT-E,Édition,2017-07-05,"SAS, société par actions simplifiée",GRENOBLE,Entre 10 et 19 salariés,2023,181674,"odit-e.com, odit-e.fr",1501924,-198162,2024
MIM MOVE IN MED,Édition,2016-01-04,"SAS, société par actions simplifiée",BAILLARGUES,Entre 10 et 19 salariés,2022,2355480,"lisereims.fr, moveinmed.com",1095653,-269996,2024
CLOUDERA FRANCE SARL,Édition,2014-03-17,"SARL, société à responsabilité limitée",PUTEAUX,Entre 20 et 49 salariés,2022,100,cloudera.com,11954641,379310,2025
STRADA,Édition,1993-04-13,"SAS, société par actions simplifiée",BRESSUIRE,Entre 20 et 49 salariés,2022,94911.9,"strada.fr, stradaworld.com",5616255,601969,2023
TEMENOS FRANCE SAS,Édition,2000-02-11,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,500000,,7211496,902125,2024
SYNERGIE 73 INFORMATIQUE,Édition,1990-07-05,"SARL, société à responsabilité limitée",ALBERTVILLE,Entre 10 et 19 salariés,2022,102000,"synergie73.com, skilou.com",3167830,491717,2025
GEST ON LINE,Édition,2000-03-01,"SAS, société par actions simplifiée",SALON-DE-PROVENCE,Entre 20 et 49 salariés,2022,250000,gestonline.com,4949137,46845,2024
ESABORA DIGITAL SERVICES,Édition,2013-11-07,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,9722251,"esabora-digital-services.com, esabora.fr, esabora-digital-service.fr, esabora-digital-services.fr",4441963,745844,2021
BESEDO FRANCE,Édition,2009-01-23,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,117065,besedo.com,3495272,-401628,2024
GS TAG,Édition,1996-01-10,"SAS, société par actions simplifiée",GEMENOS,Entre 10 et 19 salariés,2022,100000,gstag.com,2189072,5237,2024
SOLUNE,Édition,2014-10-15,"SAS, société par actions simplifiée",LIMOGES,Entre 20 et 49 salariés,2022,50000,solune.com,,300683,2024
SARUS TECHNOLOGIES,Édition,2019-12-16,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,13263,sarus.tech,,-906912,2024
INDEXWARE,Édition,2003-04-15,"SARL, société à responsabilité limitée",SCHILTIGHEIM,Entre 10 et 19 salariés,2022,8420,,,382861,2023
KLEE CAPITAL VENTURE,Édition,1995-08-01,"SAS, société par actions simplifiée",LE PLESSIS ROBINSON,Entre 10 et 19 salariés,2022,37200,kleecapitalventure.com,2822179,357739,2024
VERTECH',Édition,1995-07-07,"SAS, société par actions simplifiée",CHALON-SUR-SAONE,Entre 20 et 49 salariés,2022,168000,vertech.eu,,1085626,2022
IMMERSIV,Édition,2016-06-24,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,10000,immersiv.fr,,-277054,2024
NEXENTURE,Édition,2009-04-01,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,165000,"tousambassadeurs.co, nexenture.fr, iday.fr",2215257,92851,2024
PPI FRANCE,Édition,2009-11-13,"SAS, société par actions simplifiée",BOULOGNE-BILLANCOURT,Entre 10 et 19 salariés,2022,187000,,1576366,17680,2024
ONYSOS,Édition,2012-07-01,"SAS, société par actions simplifiée",VILLEFRANCHE-SUR-SAONE,Entre 10 et 19 salariés,2022,30000,"blog-newsletter.onysos.fr, onysos.fr",933182,25423,2024
ELSYLOG,Édition,1992-01-01,"SAS, société par actions simplifiée",SAINT-JEAN-DU-CARDONNAY,Entre 20 et 49 salariés,2022,501900,elsylog.com,,1455981,2024
CEC SA COULEUR ET CONNECTION,Édition,1992-11-01,"SAS, société par actions simplifiée",TALUYERS,Entre 20 et 49 salariés,2022,200000,couleuretconnection.com,10022152,767689,2024
TELERIC,Édition,2007-11-15,"SASU, société par actions simplifiée unipersonnelle",AMIENS,Entre 20 et 49 salariés,2022,248432,"auth-test.teleric.net, teleric.net",,151635,2024
MEDIA BUYING SYSTEMS,Édition,2001-12-21,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,40000,,3726371,1045896,2023
TALENTPLUG,Édition,2010-01-04,"SAS, société par actions simplifiée",VILLENEUVE-D'ASCQ,Entre 20 et 49 salariés,2022,228990,talentplug.com,,781551,2023
AUDIS TECHNOLOGIES,Édition,2013-07-01,"SARL, société à responsabilité limitée",NEUILLY-SUR-SEINE,Entre 10 et 19 salariés,2022,20000,audis-technologies.com,,97936,2023
CALIXYS,Édition,2011-07-01,"SARL, société à responsabilité limitée",BRUNOY,Entre 10 et 19 salariés,2022,9412,calixys.com,,,
ZL ZARLABS,Édition,2020-09-01,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,1430,superforge.io,,,
LINKINNOV,Édition,2019-08-30,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,930000,,857,-660451,2020
UNITED ROBOTICS GROUP FRANCE,Édition,2021-10-07,"EURL, entreprise unipersonnelle à responsabilité limitée",PARIS,Entre 10 et 19 salariés,2022,10000,,2874781,102616,2023
AUTOFORM ENGINEERING FRANCE,Édition,2002-01-01,"SARL, société à responsabilité limitée",EGUILLES,Entre 10 et 19 salariés,2022,8000,,,139528,2024
DESSIA TECHNOLOGIES,Édition,2017-06-28,"SAS, société par actions simplifiée",ORLEANS,Entre 20 et 49 salariés,2022,97931.3,dessia.io,,-840499,2024
KOBI GROUP,Édition,2018-09-13,"SAS, société par actions simplifiée",LENS,Entre 10 et 19 salariés,2022,128467,kobisport.eu,,-537087,2024
ALPES DEIS,Édition,1989-02-01,"SASU, société par actions simplifiée unipersonnelle",MARIGNIER,Entre 20 et 49 salariés,2022,341484,alpes-deis.fr,3093065,284193,2024
INSITEO,Édition,2009-03-01,"SAS, société par actions simplifiée",COLOMIERS,Entre 10 et 19 salariés,2023,681785.04,,,-391414,2021
ERTUS GROUP,Édition,2000-07-01,"SAS, société par actions simplifiée",BORDEAUX,Entre 20 et 49 salariés,2022,206680,"process2wine.com, ertus.fr",,-432571,2023
WRAPTOR LABORATORIES,Édition,1998-01-01,"SAS, société par actions simplifiée",AUBAGNE,Entre 10 et 19 salariés,2022,136542,wraptor.fr,,225203,2024
CRESH,Édition,2017-12-01,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,1840.2,cresh.eu,,-642547,2022
FLEXIO,Édition,2016-05-02,"SAS, société par actions simplifiée",BESANCON,Entre 10 et 19 salariés,2022,460000,flexio.fr,1062428,-37557,2024
TOO SMART,Édition,2020-12-21,"SAS, société par actions simplifiée",CHAPONOST,Entre 10 et 19 salariés,2022,114782,toosmart.io,5460,-52173,2021
CLEVERTECH,Édition,2016-03-12,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2023,5000,clevertech-france.fr,,109097,2022
MIMBUS,Édition,2011-04-01,"SAS, société par actions simplifiée",ST JEAN,Entre 10 et 19 salariés,2022,64650,"blog.mimbus.com, mimbus.com",,83719,2024
IDEA INFORMATIQUE,Édition,1993-04-15,"SAS, société par actions simplifiée",EVREUX,Entre 20 et 49 salariés,2022,200000,idea-informatique.fr,7934202,2456293,2024
CLEARNOX,Édition,2013-12-17,"SAS, société par actions simplifiée",TOURS,Entre 10 et 19 salariés,2022,228717,clearnox.com,2238935,-2359803,2024
AZIRA,Édition,2014-11-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,61650.88,azira.com,,,
ICONEUS,Édition,2016-04-22,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,71000,iconeus.com,,807744,2024
AURIGA,Édition,1988-09-05,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,83020,auriga.fr,,446469,2023
DEFACTO TECHNOLOGIES,Édition,2003-07-17,"SASU, société par actions simplifiée unipersonnelle",GRENOBLE,Entre 10 et 19 salariés,2022,117504.97,defactotech.com,,4473151,2024
BLEU 122,Édition,2010-05-01,"SARL, société à responsabilité limitée",TOULOUSE,Entre 10 et 19 salariés,2022,3000,"infos.aquila-ima.com, bleu122.com",,33400,2024
SYARTEC,Édition,2012-06-06,"SASU, société par actions simplifiée unipersonnelle",AIX-EN-PROVENCE,Entre 20 et 49 salariés,2022,163435,"syartec.com, iziflo.com",,378993,2023
DISTRILOG SARL,Édition,1994-10-01,"SAS, société par actions simplifiée",VIENNE,Entre 10 et 19 salariés,2022,248850,distrilog.net,2806109,509082,2024
URIOS,Édition,1993-03-01,"SAS, société par actions simplifiée",AIX-EN-PROVENCE,Entre 10 et 19 salariés,2022,32014.29,wintrans.fr,1206946,290313,2024
ASKIA,Édition,1994-10-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,89944.92,askia.com,3084868,-245871,2024
NAXOS,Édition,1993-11-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,50794.92,,6731909,708545,2024
EASYLOG,Édition,2004-03-08,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2023,1100000,easy-log.fr,1557815,165954,2024
ID CAPTURE,Édition,2011-07-29,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,12009.8,"batiwork.fr, idcapture.fr",,724567,2024
DEMAIN UN AUTRE JOUR,Édition,2008-06-10,"SAS, société par actions simplifiée",TOULOUSE,Entre 10 et 19 salariés,2022,112500,melody-360.com,,322412,2024
OPTIXT,Édition,2015-05-01,"SAS, société par actions simplifiée",LE MANS,Entre 20 et 49 salariés,2022,102200,"optixt.fr, winflotte.fr",2977250,760861,2024
MIC MEET IN CLASS,Édition,2017-10-23,"SAS, société par actions simplifiée",SAINT-MANDE,Entre 10 et 19 salariés,2022,48423.99,meetinclass.com,,,
THE PHANTOM COMPANY,Édition,2016-01-18,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,66939,phantombuster.com,,1300838,2024
PROREALTIME,Édition,2007-08-01,"SAS, société par actions simplifiée",RUEIL-MALMAISON,Entre 20 et 49 salariés,2022,200000,"www1.prorealtime.com, prorealtime.com",14931403,3160476,2023
MZ DENMARK APS,Édition,2008-05-01,Société commerciale étrangère immatriculée au RCS,1112 KOBENHAVN K,Entre 20 et 49 salariés,2022,,,171106898,30450673,2023
SOCRATE,Édition,2018-12-13,Société en commandite par actions,PARIS,Entre 10 et 19 salariés,2022,1610400,"socrate.fr, syrona.fr",,-373147,2023
WYZEN,Édition,2019-08-08,"SAS, société par actions simplifiée",LE HAVRE,Entre 20 et 49 salariés,2022,102094,toumanydiakite.fr,,12470,2024
SOCIETE D'INFORMATIQUE DE GESTION D'ASSISTANCE ET DE LOGICIEL SIGAL NFORMATIQUE,Édition,1983-05-01,"SAS, société par actions simplifiée",LES HERBIERS,Entre 20 et 49 salariés,2022,250000,"sigal.fr, ressources.sigal.fr",2625387,193348,2023
EUROEDI,Édition,1992-12-01,"SARL, société à responsabilité limitée",CAPTIEUX,Entre 10 et 19 salariés,2022,8000,,2107066,428188,2024
FISA FAUCONNET INGENIERIE,Édition,1993-01-01,"SAS, société par actions simplifiée",AIX-VILLEMAUR-PALIS,Entre 10 et 19 salariés,2022,64000,fisa.fr,2628319,70301,2024
MASSMOTIONMEDIA,Édition,2006-11-01,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,142496.3,massmotionmedia.com,900926,-132124,2024
INFASS SYSTEMES,Édition,2011-06-30,"SAS, société par actions simplifiée",MONTGERON,Entre 20 et 49 salariés,2022,1000000,infass.com,6165373,1625275,2024
UBLO,Édition,2020-08-10,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,1551.29,ublo.immo,,-316165,2023
QUICK-OFF,Édition,2019-01-25,"SAS, société par actions simplifiée",MONISTROL-SUR-LOIRE,Entre 10 et 19 salariés,2022,1415.6,"qoezion.com, quick-off.com, instantsbenevoles.fr",,-303065,2023
